zz_kbcx_courseNumber,zzm_courseTitle_noEdit,zzd_semester,zzd_year,zzd_keywords,zze_courseURL
21A.441,The Conquest of America,Spring,2004,history; cultural anthropology; conquest; colonization; Americas; native people; Guatemala;  Canada; Brazil; Panama; colonial New England; Jesuit; mission; Huron; seventeenth century; politics; Panama; Kuna; twentieth century; conflict; europe; indian,https://ocw.mit.edu/courses/anthropology/21a-441-the-conquest-of-america-spring-2004
21A.442J,"Violence, Human Rights, and Justice",Fall,2014,political violence; human rights; justice; freedom; peace; cultural relativism; war crimes tribunals; truth commissions; historical traumas; gender; religion; the Holocaust; United Nations; universalism; Argentina; Ireland; Amnesty International; Rwanda; Palestine; South Africa; Haiti,https://ocw.mit.edu/courses/anthropology/21a-442j-violence-human-rights-and-justice-fall-2014
21A.445J,Slavery and Human Trafficking in the 21st Century,Spring,2015,slavery; human trafficking; sex; gender; human rights; race; capitalism; labor exploitation; public health; violence; child labor; organ trafficking; sexual violence; prostitution; white slavery; abolitionism; migration; border crossings; border policing; conflict zones; reproductive labor; sex work; technology and trafficking; ,https://ocw.mit.edu/courses/anthropology/21a-445j-slavery-and-human-trafficking-in-the-21st-century-spring-2015
21A.453,Anthropology of the Middle East,Spring,2004,,https://ocw.mit.edu/courses/anthropology/21a-453-anthropology-of-the-middle-east-spring-2004
21A.460J,"Medicine, Religion and Politics in Africa and the African Diaspora",Spring,2005,Medicine; Religion; Politics Africa; African Diaspora; colonial; postcolonial clashes; theories of healing; embodiment; western; bio-medicine; Afro-Atlantic; traditions; illness; healing; body; alternative; morality; rationality; kinship; gender; sexuality; imperial; power; global; health.,https://ocw.mit.edu/courses/anthropology/21a-460j-medicine-religion-and-politics-in-africa-and-the-african-diaspora-spring-2005
21A.461,What is Capitalism?,Fall,2013,"anthropology, capitalism, capitalist, socialism, socialist, economics, inequality, class, financial crisis, weber, bourdieu, Post-Structuralism, Post-Structuralist, globalization, tea party, occupy wall street, socioeconomic  ",https://ocw.mit.edu/courses/anthropology/21a-461-what-is-capitalism-fall-2013
21A.461,What is Capitalism?,Fall,2021,"capitalism
anthropology
information ecology
political economy
culture
World War II
globalized capitalism
racial capitalism
precariat
super wealthy
social class
old money
new money
fissured workplace
industrial job loss
innovation economy
Nordic model
Soviet-style state socialism
welfare state
Wall Street
supply chain
",https://ocw.mit.edu/courses/anthropology/21a-461-what-is-capitalism-fall-2021
21A.470J,Gender and Representation of Asian Women,Spring,2010,"gender, representation, asian, women, stereotypes, colonialism, nationalism, diaspora, power",https://ocw.mit.edu/courses/anthropology/21a-470j-gender-and-representation-of-asian-women-spring-2010
21A.500J,Technology and Culture,Spring,2014,technology; technology and culture; biotechnology; computers and the self; digital world; science and religion; racial economy; ethics; technoscience; bioterrorism; cloning; genetically modified food; GMO; gender identity; information age;,https://ocw.mit.edu/courses/anthropology/21a-500j-technology-and-culture-spring-2014
21A.501J,"Art, Craft, Science",Spring,2013,craft; technique; design; apprenticeship; learning; skill; labor; expertise; tacit knowledge; art; science; market goods; tourism industry; textiles; glassblowing; quilting; cheesemaking; industrial design; home cooking; technology; artisan; technician; machine; knitting; glass; modernism; tools; embodied practice; value; global economy; design politics; craft politics; collecting; display; authenticity; craftivism; ,https://ocw.mit.edu/courses/anthropology/21a-501j-art-craft-science-spring-2013
21A.505J,The Anthropology of Sound,Spring,2022,"sound
telephony
architectural acoustics
sound recording
ownership
property
authorship
copyright
sound art
music
environmental recordings",
21A.506,The Business of Politics: A View of Latin America,Spring,2014,"business; politics; Latin America; marketing; democracy; elections; political consulting; political campaign; party system; electoral legislation; media platform; strategy; public relations; market research; floating signifiers; neopopulism;
",https://ocw.mit.edu/courses/anthropology/21a-506-the-business-of-politics-a-view-of-latin-america-spring-2014
21A.506,The Anthropology of Politics: U.S. Presidential Election Edition,Fall,2016,"elections; politics; Presidential race; marketing techniques; voters; consensus; equality; authority; mass markets; electoral campaigning; democratization; polling; microtargeting; candidate branding; field campaigning; social media; ground wars; foundational myths; American elections; citizens; consumers; public opinion; victory lab; accountable democracy; representation and minorities; celebrity politics; popular politics;  engineering majorities; controlled interactivity;
",https://ocw.mit.edu/courses/anthropology/21a-506-the-anthropology-of-politics-u-s-presidential-election-edition-fall-2016
21A.506,"The Anthropology of Politics: Persuasion and Power
",Spring,2019,"politics
persuasion
power
electoral politics
public spheres
bureaucracy
humanitarian governance
authority
coercion
violence
language
labor
political rhetoric
publics
imagined states
society",https://ocw.mit.edu/courses/anthropology/21a-506-the-anthropology-of-politics-persuasion-and-power-spring-2019
21A.520,"Magic, Science, and Religion",Fall,2021,"magic
science
religion
belief system
reason
faith
technology
orthodoxy
heterodoxy
magician",https://ocw.mit.edu/courses/anthropology/21a-520-magic-science-and-religion-fall-2021
21A.550J,DV Lab: Documenting Science Through Video and New Media,Fall,2012,documentary film; documentary video; film history; video production; video editing; ethnography; interview; science documentary;,https://ocw.mit.edu/courses/anthropology/21a-550j-dv-lab-documenting-science-through-video-and-new-media-fall-2012
21A.801J,Cross-Cultural Investigations: Technology and Development,Fall,2012,"ethnography, cultural anthropology, genealogy, interviews, fieldwork, observation, technology, technology transfer, development, globalization, research, culture, health, gender, women, economics, international, global, D-lab,",https://ocw.mit.edu/courses/anthropology/21a-801j-cross-cultural-investigations-technology-and-development-fall-2012
21A.850J,The Anthropology of Cybercultures,Spring,2009,"automata, robotics, cybernetics, artificial intelligence, student work, Turing test, bioinformatics, construction of identity, mobile computing, cybergeographies, virtual reality, geek culture, hackers, free software, posthuman",https://ocw.mit.edu/courses/anthropology/21a-850j-the-anthropology-of-cybercultures-spring-2009
21A.859J,Social Theory and Analysis,Spring,2021,"social theory
science
technology
liberal individualism
political economy
bureaucracy
prisons
culture
Frankfurt School
social media
biopower
colonialism
racial formation
postcolonialism
climate change
global health",https://ocw.mit.edu/courses/anthropology/21a-859j-social-theory-and-analysis-spring-2021/
21A.S01,"REPARATIONS FOR SLAVERY AND COLONIZATION: CONTEMPORARY MOVEMENTS FOR JUSTICE
",Fall,2021,"reparations
social justice
colonialism
Africa
Algeria
Belgium
French-Algerian War
race
Congo
Burundi
Rwanda",
21G.010,Introduction to European and Latin American Fiction,Fall,2006,European and Latin American fiction; fictional modes; literary forms; communication intensive,https://ocw.mit.edu/courses/global-studies-and-languages/21g-010-introduction-to-european-and-latin-american-fiction-fall-2006
21G.011,"Topics in Indian Popular Culture: Spectacle, Masala, and Genre",Fall,2006,Inidian popular culture; youth culture; Bollywood; Hindi cinema; masala melodramatic films; Dil Chahta Hai; Parineeta; Rang De Basanti; Corporate; Krish and Omkara; Shobha De; Khushwant Singh,https://ocw.mit.edu/courses/global-studies-and-languages/21g-011-topics-in-indian-popular-culture-spectacle-masala-and-genre-fall-2006
21G.013,Out of Ground Zero: Catastrophe and Memory,Fall,2005,"World Trade Center, September 11, memorial, discourse, media, art, collective memory, Germany, Japan, global commerce, transportation systems, surveillance, non-Western cultures, oppositional political formations, Robert Musil, Maurice Halbwachs, Shusaku Arakawa, Michael Hogan, Ariella Azoulay, Chomsky, Freud, Edward Said",https://ocw.mit.edu/courses/global-studies-and-languages/21g-013-out-of-ground-zero-catastrophe-and-memory-fall-2005
21G.017,Germany and its European Context,Fall,2002,Germany; European; Politics; Society; Nietzsche; United Kingdom; France; Denmark; Poland; Art; Performance; Peter Sloterdijk; Thomas Vinterberg; Michel Houellebecq,https://ocw.mit.edu/courses/global-studies-and-languages/21g-017-germany-and-its-european-context-fall-2002
21G.019,Communicating Across Cultures,Spring,2005,"Cross-cultural, business, science, technology, communication styles, communication techniques,  cultural norms, tradition, communication, culture, verbal Communication, non-verbal communication, intercultural communication, argumentation, negotiation, conflict resolution, intercultural adjustment, Asian culture, European culture",https://ocw.mit.edu/courses/global-studies-and-languages/21g-019-communicating-across-cultures-spring-2005
21G.022J,International Women's Voices,Spring,2004,women; international; global; contemporary literature; writers; asia; africa; middle east; latin america; north america; non-western; gender roles; culture; heritage; female; history; colonialism; religion; nationalism; socialization; language; patriarchal; sex; marriage; politics; love; work; identity; fiction,https://ocw.mit.edu/courses/global-studies-and-languages/21g-022j-international-womens-voices-spring-2004
21G.025,Africa and the Politics of Knowledge,Spring,2019,"Africa
geography
history
biology
political science
race
Afrocentrism
independence
modernization
dependency theories
African Renaissance
Rwanda
Vodou
Vodun
Négritude
Inadelso Cossa
Jean-Sébastien Duvilaire
Kwame Nkrumah",https://ocw.mit.edu/courses/global-studies-and-languages/21g-025-africa-and-the-politics-of-knowledge-spring-2019
21G.026,Global Africa: Creative Cultures,Spring,2018,"Africa
visual arts
music
material culture
science
technology
fashion
African art
African cinema
African literature
Nollywood
La Noire de
Qusmane Sembene
La Sape
An African City",https://ocw.mit.edu/courses/global-studies-and-languages/21g-026-global-africa-creative-cultures-spring-2018
21G.027,Asia in the Modern World: Images & Representations,Fall,2016,"visualizing cultures, visualizing Japan, modern Japanese history, Commodore Matthew C. Perry, Westernization in Japan, modernity in Japan, visualizing postwar Tokyo, Imperial Democracy",https://ocw.mit.edu/courses/global-studies-and-languages/21g-027-asia-in-the-modern-world-images-representations-fall-2016
